Index Number,Cycle Number,Experiment Number,MS Level,Total Ion Current,Scan Start Time (min),Selected Ion m/z
73,29,1,1,350705.744357,0.883366666667,
74,29,2,2,22588.1164999924,0.900783333333,128.106735152297
75,29,3,2,14316.8544895787,0.917833333333,217.106834092715
76,30,1,1,309754.3372568,0.919833333333,
77,30,2,2,26648.3138123376,0.937233333333,142.122628821594
78,30,3,2,39469.5372211374,0.954283333333,170.153888778055
79,31,1,1,309873.3478573,0.9563,
80,31,2,2,25773.3225573368,0.973733333333,184.169363720744
81,31,3,2,40338.2024632833,0.990766666667,240.14942762358
82,32,1,1,319366.8635801,0.992783333333,
83,32,2,2,23295.3351302412,1.010216666667,128.106661426718
84,32,3,2,14641.6264526834,1.027266666667,273.205474206119
85,33,1,1,309579.1923007,1.029283333333,
86,33,2,2,26595.262330135,1.0467,142.122470164213
87,33,3,2,35397.4630268029,1.063733333333,170.15383376098
88,34,1,1,298540.551259,1.06575,
89,34,2,2,26023.1721285937,1.08315,184.169475265968
90,34,3,2,17891.8114109651,1.1002,285.289655281898
91,35,1,1,388086.2382133,1.102216666667,
92,35,2,2,24170.1993444179,1.11965,128.106779977076
93,35,3,2,27473.5043067533,1.136683333333,440.123285464648
94,36,1,1,307700.2679016,1.1387,
95,36,2,2,26749.1263311814,1.156133333333,142.122565331496
96,36,3,2,33758.3678644328,1.173166666667,170.153977395092
97,37,1,1,337015.9526695,1.175183333333,
98,37,2,2,122166.5744803,1.1926,237.015211994966
99,37,3,2,17560.2391681069,1.209633333333,285.290192916249
100,38,1,1,296325.793991,1.21165,
101,38,2,2,23734.4177211708,1.229066666667,128.106668399374
102,38,3,2,24353.8158172885,1.246116666667,184.169093367647
103,39,1,1,280825.5239217,1.248133333333,
104,39,2,2,26682.4396122809,1.26555,142.122606708427
105,39,3,2,33153.2478320555,1.282583333333,170.153700395835
106,40,1,1,285779.652439,1.2846,
107,40,2,2,15419.0017621361,1.302016666667,273.205847772385
108,40,3,2,17732.6004836518,1.31905,285.290040702256
109,41,1,1,276564.0333522,1.321066666667,
110,41,2,2,23887.5797320025,1.338483333333,128.106727238447
111,41,3,2,21919.0108085971,1.355533333333,184.16965818702
112,42,1,1,403411.3087332,1.35755,
113,42,2,2,24355.7670213037,1.374966666667,142.122646354868
114,42,3,2,680413.3963679,1.392016666667,221.020256078351
115,43,1,1,1767277.188161,1.394066666667,
116,43,2,2,6816.25724258333,1.411466666667,187.032453160943
117,43,3,2,21171.1991957025,1.4285,224.018871945425
118,44,1,1,262339.4961893,1.430516666667,
119,44,2,2,32982.7871267395,1.447816666667,170.153201668797
120,44,3,2,17139.7441012603,1.464866666667,285.288927559519
121,45,1,1,292977.0163081,1.466883333333,
122,45,2,2,27111.1290412874,1.484283333333,142.122376830942
123,45,3,2,40454.0369119035,1.501316666667,221.020039806081
124,46,1,1,268549.8445246,1.503333333333,
125,46,2,2,23543.3691437565,1.520766666667,128.106824342814
126,46,3,2,15011.7983401182,1.5378,273.205867056293
127,47,1,1,324712.7153161,1.5398,
128,47,2,2,33932.043775042,1.5572,170.153896083741
129,47,3,2,78619.0457854141,1.57425,282.196504119673
130,48,1,1,347826.786213,1.576266666667,
131,48,2,2,27932.3612031619,1.593666666667,142.122789053375
132,48,3,2,13048.5139543285,1.610716666667,243.242799745079
133,49,1,1,299781.8800021,1.612716666667,
134,49,2,2,25440.3255169331,1.630116666667,128.106739674636
135,49,3,2,10984.9288656223,1.647166666667,295.088292971607
136,50,1,1,307592.2090125,1.649166666667,
137,50,2,2,35268.2791045521,1.6666,170.153293006121
138,50,3,2,15991.0830193905,1.68365,312.206459272884
139,51,1,1,312397.5336639,1.685666666667,
140,51,2,2,25955.6401262977,1.703083333333,142.12237373889
141,51,3,2,12469.0926901642,1.720133333333,252.992061176425
142,52,1,1,285863.9387919,1.72215,
143,52,2,2,24574.5284122448,1.73955,128.106735669518
144,52,3,2,12085.5603472738,1.7566,282.196338655743
145,53,1,1,287265.4099733,1.758616666667,
146,53,2,2,34081.3037240867,1.776016666667,170.153505349314
147,53,3,2,18289.2226549618,1.793066666667,285.289781157551
148,54,1,1,289742.0042249,1.795083333333,
149,54,2,2,27658.2965679995,1.812516666667,142.122528642454
150,54,3,2,15130.100012597,1.82955,273.205809591068
151,55,1,1,281226.5673148,1.831566666667,
152,55,2,2,23930.0054198251,1.848983333333,128.106905174508
153,55,3,2,11125.1746771475,1.866033333333,282.196109341838
154,56,1,1,334995.5643696,1.868033333333,
155,56,2,2,34381.330640539,1.885466666667,170.153673738719
156,56,3,2,19944.7269101672,1.902516666667,295.088096335952
157,57,1,1,331219.4009216,1.904516666667,
158,57,2,2,27548.1164417079,1.92195,142.122428225843
159,57,3,2,78778.3298433464,1.939,256.156269563257
160,58,1,1,324447.5730792,1.941016666667,
161,58,2,2,23325.8710981472,1.958416666667,128.106889185756
162,58,3,2,15886.3278199006,1.975466666667,273.205747903698
163,59,1,1,316122.2037402,1.977483333333,
164,59,2,2,33474.5492649281,1.9949,170.153820502753
165,59,3,2,18574.2908709641,2.01195,285.290143979443
166,60,1,1,298903.0516887,2.013966666667,
167,60,2,2,27901.2825011669,2.031366666667,142.122702552869
168,60,3,2,11515.468250211,2.048416666667,282.19640312047
169,61,1,1,283182.662917,2.050433333333,
170,61,2,2,34863.3495717019,2.067866666667,256.156137357372
171,61,3,2,15063.3526594056,2.0849,273.205575409363
172,62,1,1,296159.3197092,2.086916666667,
173,62,2,2,24206.5518291678,2.10435,128.106474644242
174,62,3,2,34996.4856179974,2.121383333333,170.153593319793
175,63,1,1,981544.5907415,2.123416666667,
176,63,2,2,868559.5700497,2.14085,279.093699035347
177,63,3,2,983506.1773195,2.157883333333,557.180008917396
178,64,1,1,21786412.22481,2.15995,
179,64,2,2,288581.6451588,2.177333333333,281.10012005033
180,64,3,2,76536.6505117127,2.194316666667,579.161587291045
181,65,1,1,11821976.88427,2.196333333333,
182,65,2,2,27443.4217442824,2.2136,301.074963320882
183,65,3,2,2071.54114889973,2.23065,857.248098474057
184,66,1,1,1412252.431871,2.232666666667,
185,66,2,2,221200.7346867,2.249883333333,279.093465954427
186,66,3,2,19190.9872712201,2.266933333333,557.178931399866
187,67,1,1,1735176.534471,2.268933333333,
188,67,2,2,208534.2294056,2.286283333333,387.180061166788
189,67,3,2,255112.5843677,2.303316666667,404.206578708025
190,68,1,1,839118.1136308,2.30535,
191,68,2,2,32383.4412360665,2.322766666667,520.290077329917
192,68,3,2,10405.5095655261,2.3398,534.30603933366
193,69,1,1,437498.0435962,2.341816666667,
194,69,2,2,27262.144816742,2.359266666667,142.122373820666
195,69,3,2,109440.1875091,2.3763,279.093463391146
196,70,1,1,388442.9313112,2.378333333333,
